,goodName,price,salesTip
21,安徽黄山毛峰2020新茶特级明前嫩芽毛尖绿茶叶浓香耐泡散装礼盒装,188,已拼96件
22,安徽黄山茶叶毛峰春茶2020新茶明前特级嫩芽礼盒罐装高山绿茶125g,100,已拼40件
23,黄山毛峰绿茶2020新茶安徽茶叶明前特级毛峰嫩芽礼盒装250g/500g,95,已拼4781件
24,【北京市卖得好】2019新茶安徽茶叶黄山毛峰特级绿茶明前嫩芽礼盒散装春茶250g罐装,99,已拼1244件
25,2020年黄山毛峰一芽两叶新茶毛尖雨前安徽春茶浓香型绿茶罐装125g,59,已拼168件
26,黄山毛峰2019新茶礼盒装特级雀舌安徽茶叶绿茶手工毛尖250g,99,已拼116件
27,2020新茶明前特级黄山毛峰特级绿茶手工安徽毛峰125g/250g/500g,100,已拼1.5万件
28,茶叶黄山毛峰2020年新茶1875安徽特级绿茶明前毛尖罐装散装500g,226,总售260+件
29,2020新茶黄山毛峰绿茶特级明前春茶嫩芽散装毛尖安徽茶叶共250g,95,已拼822件
30,[一斤送水晶杯]2019毛峰新茶特级毛峰绿茶毛尖嫩芽春茶明前茶叶,108,已拼2715件
31,2020新茶 绿茶黄山毛峰安徽茶叶高山毛尖特级好茶耐泡浓香罐袋装,14.8,已拼29件
32,茶叶绿茶正宗黄山毛峰2020新茶特级明前头采绿茶散装茶叶250g,95,已拼162件
33,黄山毛峰2020新茶春茶绿茶特级明前安徽毛尖嫩芽多规格罐装礼盒装,19.8,已拼20件
34,黄山毛峰绿茶散装正宗雨前炒青2020新茶叶毛尖安徽明前嫩芽250g,81,已拼466件
35,茶叶绿茶黄山毛峰2020新茶特级毛尖安徽高山云雾春茶125g散装茶,86,已拼78件
36,【北京市热销】安徽黄山毛峰 2020新茶叶礼盒 明前特级嫩芽,92,已拼3128件
37,2020新茶叶 谢裕大 一级黄山毛峰250g袋装 早春翠峰 高山绿茶口粮,109,已拼20件
38,2020新茶黄山毛峰春茶特级头采嫩芽明前茶叶安徽绿茶250克铁罐装,112.5,已拼254件
39,黄山毛峰茶叶绿茶2020新茶安徽茶叶嫩芽明前黄山毛峰250g特级手工,82,已拼63件
40,茶农自销2020新茶绿茶安徽茶叶黄山毛峰特级春茶高山茶毛尖嫩芽茶,43,已拼1742件
41,2020新茶明前特级安徽黄山毛峰嫩芽一级绿茶手工250g/500g礼盒,105,已拼21件
42,明雨前特级黄山毛峰2018新茶嫩芽头道嫩芽春,95,已拼642件
43,黄山毛峰500g茶叶2020年新茶明前春茶头采雀舌嫩芽特级茶毛峰茶叶,158,已拼360件
44,黄山产地直发】2020新茶黄山毛峰明前茶叶安徽绿茶250/500克罐装,49,已拼787件
45,【一芽两叶黄山毛峰】2020特级茶叶礼盒装罐装茶新茶袋装茶叶250g,56.43,已拼1.4万件
46,茶农自销2020新茶绿茶安徽茶叶黄山毛峰特级明前嫩芽毛尖茶礼盒装,51.8,已拼564件
47,茶叶 2020年新茶谢裕大黄山毛峰早春翠峰 雨前一级绿茶 250克,120,已拼16件
48,【黄山毛峰】安徽黄山毛峰春茶2020新茶明前特级嫩芽礼盒罐装手工高山绿茶250g,99,已拼87件
49,黄山毛峰明前一级新茶高山野生富硒口粮好茶袋装250克 两罐送礼盒,59.9,已拼9件
50,2020新茶明前特级安微黄山毛峰绿茶茶叶毛尖安徽毛峰礼盒250g500g,96,已拼277件
51,江小茗 黄山毛峰特级2020新茶绿茶明前茶叶安徽特产茶100g礼盒装,178,
52,绿茶2020新茶嫩芽安徽黄山毛峰特级高山明前茶叶浓香型散装罐装,54.15,已拼229件
53,2020明前新茶叶特级春芽黄山毛峰安徽歙县雀舌高山毛尖绿茶250克,184,已拼8件
54,【黄山毛峰】2020黄山毛峰一牙两叶头牙特级一级茶礼盒袋装新茶250g500g礼品,56,已拼62件
55,黄山毛峰茶叶绿茶2020新茶春茶明前特级250克,35,已拼399件
56,2020新茶明前特级黄山毛峰特 一级绿茶手工安徽毛峰250g/500g,108,已拼8件
57,黄山毛峰新茶明前后毛尖春茶浓香级绿茶野茶老茶叶袋装安徽原产地,16.64,已拼3269件
58,2019新茶叶纯手工揉捻高山野茶黄山毛峰散装袋装,26,已拼610件
59,安徽茶叶绿茶 2020新茶黄山毛峰 雨前散装浓香型高山嫩芽500g包邮,40,已拼4095件
